title,user_score,usa_gross
the rose garden,69.0,
roselyne et les lions,61.0,
rude awakening,47.0,$ 3169719
the runnin' kind,57.0,
rush week,49.0,
la révolution française,76.0,
s.e.r. - svoboda eto rai,70.0,
s/y glädjen,50.0,
"sabato, domenica e lunedì",63.0,
sangre y arena,47.0,
o sangue,74.0,
santa sangre,76.0,
sati,69.0,
savage beach,42.0,
say anything...,73.0,$ 20781385
scandal,65.0,$ 8800000
scenes from the class struggle in beverly hills,60.0,$ 2156471
scugnizzi,64.0,
sea of love,68.0,$ 58571513
second sight,45.0,$ 5368865
sedím na konári a je mi dobre,75.0,
"see no evil, hear no evil",69.0,$ 46908987
see you in the morning,57.0,$ 4795009
sen no rikyu: honkakubô ibun,70.0,
the serpent of death,45.0,
sha shou tian shi,58.0,
shag,64.0,$ 6957975
she's back,38.0,
she's out of control,54.0,$ 12065892
she-devil,57.0,$ 15351421
shen yong fei hu ba wang hua,53.0,
shen yong shuang mei mai,53.0,
sang gong kei bing 3,61.0,
shi jie da shai,62.0,
shirley valentine,72.0,$ 6056912
shocker,55.0,$ 16554699
terminator ii,46.0,
shôgun iemitsu no ranshin - gekitotsu,70.0,
showbiz - eller hvordan bli kjendis på en-to-tre!,66.0,
si te dicen que caí,57.0,
sidewalk stories,71.0,$ 131433
der siebente kontinent,77.0,
the siege of firebase gloria,69.0,
signs of life,61.0,$ 95836
silk 2,51.0,
sinbad of the seven seas,45.0,
sing,70.0,$ 2260616
les sièges de l'alcazar,71.0,
skin deep,62.0,$ 19674852
skinned alive,34.0,
skull: a night of terror!,45.0,
slaves of new york,56.0,$ 463972
slipstream,48.0,
society,65.0,
some girls,57.0,$ 401421
"sono otoko, kyôbô ni tsuki",72.0,$ 1960
speaking parts,67.0,$ 76609
speed zone,46.0,$ 3077361
das spinnennetz,69.0,
spirit of the eagle,57.0,
"spirits of the air, gremlins of the clouds",65.0,
split,52.0,
spontaneous combustion,48.0,$ 50367
star trek v: the final frontier,55.0,$ 52210049
staying together,63.0,$ 4348025
steel magnolias,73.0,$ 84614512
stepfather ii,57.0,$ 1519796
storia di ragazzi e di ragazze,70.0,$ 741221
stradivari,64.0,
strapless,56.0,$ 764794
street of no return,57.0,
streghe,47.0,
trappola diabolica,47.0,
stripped to kill 2: live girls,42.0,
stuff stephanie in the incinerator,32.0,
el sueño del mono loco,55.0,
sukkubus - den teufel im leib,60.0,
summer job,45.0,
sundown: the vampire in retreat,61.0,
survival quest,61.0,$ 62683
the sword of bushido,46.0,
sztuka kochania,59.0,
sárkány és papucs,69.0,
tajna manastirske rakije,61.0,
tale of two sisters,20.0,
the tall guy,62.0,$ 510712
talvisota,77.0,
tango & cash,64.0,$ 63408614
tap,65.0,$ 9114702
tarzan mama mia,59.0,
teen witch,61.0,$ 27843
ten little indians,48.0,$ 59405
thanedaar,57.0,
djavolji raj,58.0,
that's adequate,46.0,
theo en thea en de ontmaskering van het tenenkaasimperium,68.0,
they call me macho woman!,40.0,
three fugitives,62.0,$ 40586886
tian shi xing dong ii zhi huo feng kuang long,63.0,
time trackers,45.0,
to die for,48.0,
der todesking,65.0,
tom et lola,66.0,
toofan,49.0,
the toxic avenger part iii: the last temptation of toxie,44.0,$ 363561
the toxic avenger part ii,51.0,$ 792966
trampa infernal,59.0,
trapper county war,52.0,
triumph of the spirit,68.0,$ 408839
trójkat bermudzki,69.0,
troop beverly hills,58.0,$ 8508843
trop belle pour toi,67.0,$ 1776440
tropical snow,55.0,
true believer,67.0,$ 8742750
true blood,55.0,
true love,60.0,$ 1354268
le trésor des îles chiennes,57.0,
tulitikkutehtaan tyttö,76.0,
turner & hooch,62.0,$ 71079915
täcknamn coq rouge,58.0,
uhf,70.0,$ 6157157
un monde sans pitié,70.0,
uncle buck,70.0,$ 66758538
under the boardwalk,54.0,$ 147542
under the gun,50.0,
an unremarkable life,60.0,
uçurtmayi vurmasinlar,84.0,
valmont,70.0,$ 1132112
vampire's kiss,60.0,$ 725131
vanille fraise,46.0,
"vázení prátelé, ano",67.0,
la vengeance d'une femme,61.0,
venus peter,60.0,
el verano del potro,64.0,
verbotene liebe,69.0,
la vie et rien d'autre,74.0,
"vili, a veréb",74.0,
the vineyard,47.0,
la voce della luna,63.0,
la vouivre,54.0,
"wait until spring, bandini",62.0,
walter & carlo i amerika,32.0,
war party,63.0,$ 657190
the war of the roses,68.0,$ 86888546
warlock,62.0,$ 9094451
warm summer rain,49.0,
we're no angels,62.0,$ 10555348
weekend at bernie's,64.0,$ 30218387
welcome home,57.0,$ 1029822
when harry met sally...,76.0,$ 93075866
when the whales came,62.0,$ 73131
white hot,46.0,
the white room,65.0,
who's harry crumb?,59.0,$ 10982364
wicked stepmother,44.0,
wings of fame,70.0,
winter people,62.0,$ 2023282
wired,37.0,$ 1089000
witchtrap,46.0,
the wizard,61.0,$ 14278900
ngo joi hak se wui dik yat ji,60.0,
worth winning,58.0,$ 3690328
san jui gaai paak dong,55.0,
yaaba,70.0,
yi mei dao ren,63.0,
ying hung boon sik iii: zik yeung ji gor,59.0,
yôjû toshi,67.0,
ah long dik goo si,73.0,
za prekrasnykh dam!,57.0,
"zabij mnie, glino",65.0,
zhi zun wu shang,68.0,
zhong yi qun ying,61.0,
jui gaai suen yau chong ching kwan,62.0,
zwei frauen,66.0,
"sex, lies, and videotape",72.0,$ 24741667
sweetie,68.0,$ 938065
últimas imágenes del naufragio,71.0,
...po prozvishchu 'zver',54.0,
wendy cracked a walnut,52.0,
les 1001 nuits,55.0,
little ninjas,20.0,
3 men and a little lady,55.0,$ 71609321
3-4 x jûgatsu,68.0,$ 1471
a xiu luo,53.0,
ageman,63.0,
aaj ka arjun,48.0,
act of piracy,43.0,
adrénaline,65.0,
the adventures of ford fairlane,65.0,$ 21413502
afganskiy izlom,71.0,
after,70.0,
"after dark, my sweet",66.0,$ 2678414
aftershock,43.0,
agneepath,77.0,
ai zai bie xiang de ji jie,71.0,
air america,58.0,$ 31053601
alberto express,63.0,
alice,66.0,$ 7331647
all the vermeers in new york,68.0,
alligator eyes,40.0,
almost an angel,56.0,$ 6939946
the ambulance,59.0,
ameriikan raitti,53.0,
angel town,51.0,$ 855810
an angel at my table,75.0,$ 1054638
anjali,82.0,
another 48 hrs.,59.0,$ 80818974
appuntamento in nero,38.0,
arachnophobia,64.0,$ 53208180
archangel,65.0,
the arrival,41.0,
aux yeux du monde,60.0,
avalon,72.0,$ 15740796
l'autostop,58.0,
awaargi,60.0,
awakenings,78.0,$ 52096475
bat leung gam,69.0,
baaghi: a rebel for love,56.0,
baap numbri beta dus numbri,60.0,
babnik,49.0,
back stab,52.0,
back to the future part iii,74.0,$ 88277583
back to the ussr - takaisin ryssiin,57.0,
backstreet dreams,52.0,
bad jim,42.0,
al-bahths an al-sayyid marzuq,70.0,
bakenbardy,73.0,
bandidos,67.0,
basket case 2,54.0,
bedroom eyes ii,40.0,
bei mir liegen sie richtig,57.0,
benvenuti in casa gori,69.0,
berdel,70.0,
bethune: the making of a hero,64.0,
betsy's wedding,56.0,$ 19740070
big bad john,55.0,
the big man,58.0,$ 59227
the big steal,70.0,
bird on a wire,60.0,$ 70978012
blackjack,56.0,
black rainbow,59.0,
blood games,52.0,
blood salvage,50.0,
bloodfist ii,51.0,$ 1292323
blue steel,57.0,$ 8217997
body chemistry,43.0,$ 2415312
the bonfire of the vanities,56.0,$ 15691192
book of love,62.0,$ 1382259
boom boom,62.0,
braca po materi,79.0,
brain dead,60.0,$ 1627955
bride of re-animator,63.0,
buddy's song,52.0,
buried alive,43.0,
buster's bedroom,56.0,
la baule-les-pins,62.0,$ 805472
cadillac man,57.0,$ 27627310
caluga o menta,61.0,
campioana,70.0,
la captive du désert,69.0,
las cartas de alou,67.0,
cartel,44.0,
pas de répit pour mélanie,61.0,
caídos del cielo,69.0,
the cellar,44.0,
chaindance,64.0,
janggunui adeul,66.0,
caruga,72.0,
chattahoochee,64.0,$ 259486
seng fat dak ging,69.0,
chicago joe and the showgirl,50.0,$ 85395
child's play 2,59.0,$ 28501605
china o'brien,52.0,
chu dao gui jing,50.0,
chuen do fong ji,65.0,
le château de ma mère,76.0,$ 1477071
cien veces no debo,66.0,
circuitry man,46.0,
city hunter: bay city wars,71.0,
ciudad de ciegos,64.0,
class of 1999,59.0,$ 2459895
click: the calendar girl killer,28.0,
club fed,36.0,
cold dog soup,56.0,
come see the paradise,67.0,$ 947306
the comfort of strangers,63.0,$ 1244381
le comiche,58.0,
complex world,49.0,
la condanna,61.0,
contra el viento,58.0,
convicts,58.0,$ 13623
corporate affairs,42.0,$ 1006575
coupe de ville,67.0,$ 715983
cover-up,45.0,
crazy people,61.0,$ 13236513
the crossing,55.0,
a cry in the wild,56.0,$ 1494969
cry-baby,65.0,$ 8266343
cyrano de bergerac,75.0,$ 5820020
da jue zhan i: liao shen zhan yi,65.0,
da jue zhan ii: huai hai zhan yi,64.0,
daddy nostalgie,69.0,$ 1108429
daddy's dyin'... who's got the will?,57.0,$ 1373728
dames galantes,56.0,
dances with wolves,80.0,$ 184208848
dancin' thru the dark,70.0,
dancing machine,41.0,
dandan-e-mar,61.0,
the dark side of the moon,50.0,
darkman,64.0,$ 33878502
darkroom,45.0,
days of thunder,60.0,$ 82670733
graverobbers,46.0,
dead men don't die,41.0,
dead sleep,48.0,
deadbeat at dawn,67.0,
jing tian long hu bao,54.0,
deadly manor,46.0,
death spa,52.0,
death warrant,57.0,$ 16853487
deathstalker iv: match of titans,37.0,
december bride,63.0,$ 70298
deedeh-ban,63.0,
def by temptation,46.0,$ 2218579
defenseless,57.0,$ 6413375
delay - raz!,71.0,
delta force 2: the colombian connection,49.0,$ 6698361
delta force commando,39.0,
demon wind,50.0,
la désenchantée,62.0,
desperate hours,54.0,$ 2742912
das deutsche kettensägen massaker,52.0,
dick tracy,61.0,$ 103738726
die hard 2,72.0,$ 117540947
dip huet gai tau,76.0,
dil,67.0,
dimenticare palermo,56.0,
ding et dong le film,57.0,$ 2400000
la discrète,70.0,$ 229160
disha,70.0,
the disturbance,54.0,
disturbed,52.0,
dr. m,49.0,
docteur petiot,71.0,
dog tags,48.0,
don't tell her it's me,59.0,$ 1171762
down the drain,38.0,
downtown,58.0,$ 2346150
dragonfight,33.0,
dream machine,53.0,
dream trap,62.0,
ducktales the movie: treasure of the lost lamp,69.0,$ 18115724
dune warriors,40.0,
døden på oslo s,60.0,
eating,62.0,$ 2100538
las edades de lulú,56.0,
edward scissorhands,79.0,$ 56362352
ejareh-nesheenha,77.0,
elves,41.0,
empire of the dark,48.0,
fatal mission,47.0,
enid is sleeping,56.0,
ernest goes to jail,54.0,$ 25029569
everybody wins,51.0,$ 1372350
evil spirits,42.0,
evil toons,39.0,
the exorcist iii,64.0,$ 26098824
false identity,54.0,
fantozzi alla riscossa,58.0,
far out man,51.0,
fatal sky,35.0,
fear,61.0,
fei ying gai wak,73.0,$ 10405394
fertilize the blaspheming bombshell,29.0,
"feuer, eis & dynamit",40.0,
the field,74.0,$ 1494399
o quinto macaco,50.0,
the final alliance,42.0,
fire birds,48.0,$ 14760451
firehead,26.0,$ 60197
the first power,57.0,$ 22424195
flashback,63.0,$ 6488114
flatliners,66.0,$ 61489265
flight of the intruder,58.0,$ 14587732
the fool,56.0,
fools of fortune,56.0,$ 83490
the forbidden dance,39.0,$ 1823154
the forgotten one,57.0,
the fourth war,56.0,$ 1305887
la fracture du myocarde,66.0,
frankenhooker,62.0,$ 205068
roger corman's frankenstein unbound,55.0,$ 334748
eine frau namens harry,33.0,
miao tan shuang long,53.0,
the freshman,64.0,$ 21460601
fau sai luen kuk,61.0,
full fathom five,35.0,$ 313214
funny about love,50.0,$ 8141292
future force,33.0,
future zone,37.0,
ga lei lat jiu,66.0,
games of desire,36.0,
the garden,65.0,$ 5006
the gate ii: trespassers,48.0,$ 2032973
un gatto nel cervello,57.0,
genuine risk,51.0,
getting lucky,42.0,
ghar ho to aisa,59.0,
ghayal,76.0,
ghost,70.0,$ 217631306
ghosts can't do it,22.0,$ 25000
a girl to kill for,50.0,
girlfriend from hell,47.0,
la gloire de mon père,76.0,$ 1730856
gluvi barut,73.0,
"god afton, herr wallenberg",65.0,
the godfather: part iii,76.0,$ 66666062
going under,34.0,
goodfellas,87.0,$ 46836214
graffiti bridge,45.0,$ 4562778
graveyard shift,50.0,$ 11582891
green card,62.0,$ 29888235
gremlins 2: the new batch,64.0,$ 41482207
the rift,47.0,
the grifters,69.0,$ 13446769
grim prairie tales: hit the trail... to terror,54.0,
the guardian,54.0,$ 17037887
de gulle minnaar,38.0,
gun gun hong chen,70.0,
guns,42.0,
"génial, mes parents divorcent!",53.0,
hamlet,67.0,$ 20710451
hamoun,81.0,
the handmaid's tale,60.0,$ 4960385
happily ever after,55.0,$ 3299382
hard to kill,58.0,$ 47410827
hardware,60.0,$ 5728953
the haunting of morella,43.0,$ 1547867
headhunter,41.0,
heart condition,56.0,$ 4134992
ten to chi to,70.0,
hei tai yang 731 xu ji zhi sha ren gong chang,39.0,
henry & june,63.0,$ 11567449
henry: portrait of a serial killer,70.0,$ 609939
herman,60.0,
hidden agenda,69.0,$ 1030938
europa europa,76.0,$ 5575738
hollywood hot tubs 2: educating crystal,36.0,
home alone,76.0,$ 285761243
hong chang fei long,55.0,
horseplayer,62.0,
the hot spot,64.0,$ 1293976
house party,64.0,$ 26385627
huang jia nu jiang,66.0,
the hunt for red october,76.0,$ 122012643
huo shao dao,59.0,
hurricane smith,43.0,
haakon haakonsen,67.0,$ 15104156
dark angel,61.0,$ 4348368
i hired a contract killer,72.0,
i love you to death,64.0,$ 16186793
a idade maior,58.0,
identity crisis,18.0,
il y a des jours... et des lunes,60.0,
impulse,56.0,$ 2544504
in nome del popolo sovrano,67.0,
in the spirit,53.0,$ 281285
indio,54.0,
tree of hands,58.0,
instant karma,44.0,
internal affairs,65.0,$ 27734391
the invisible maniac,39.0,
iron & silk,69.0,$ 356077
"iskanderija, kaman oue kaman",67.0,
iskushenie b.,68.0,
italia-germania 4-3,63.0,
izzatdaar,53.0,
jacob's ladder,75.0,$ 26118851
jetsons: the movie,56.0,$ 20305841
jezebel's kiss,43.0,
geung see suk suk,63.0,
ging tin 12 siu see,64.0,
joe versus the volcano,58.0,$ 39404261
jours tranquilles à clichy,48.0,
kaj's fødselsdag,57.0,
kamen raidâ zetto ô,66.0,
kaninmannen,56.0,
ke tu qiu hen,74.0,
killer crocodile 2,43.0,
killer tomatoes strike back!,37.0,
kindergarten cop,61.0,$ 91457688
king of new york,70.0,$ 2554476
kishen kanhaiya,59.0,
korczak,74.0,
the krays,66.0,$ 2060847
kroadh,52.0,
kurt olsson - filmen om mitt liv som mej själv,47.0,
kwagga strikes back,65.0,
lacenaire,63.0,
lad isbjørnene danse,65.0,
lambada,33.0,$ 4263112
lao hu chu geng ii,59.0,
last call,40.0,
the last samurai,48.0,
the last winter,63.0,
the last of the finest,58.0,$ 1531489
leatherface: texas chainsaw massacre iii,51.0,$ 5765562
lebedyne ozero. zona,67.0,$ 28769
legacy,73.0,
lekin...,76.0,
the lemon sisters,52.0,$ 3473905
liu jai yim taam,57.0,
life is cheap... but toilet paper is expensive,57.0,$ 108392
life is sweet,75.0,$ 1516414
lionheart,62.0,$ 24078196
lisa,60.0,$ 4347648
living doll,55.0,
living to die,46.0,
lung fung cha lau,59.0,
the long walk home,73.0,$ 4873620
lung dik chuen yan,64.0,
longtime companion,75.0,$ 4609953
look who's talking too,47.0,$ 47789074
loose cannons,49.0,$ 5585154
lord of the flies,64.0,$ 13985225
love at large,57.0,$ 1436308
lovushka dlya odinokogo muzhchiny,68.0,
lua de cristal,43.0,
luan shi er nv,62.0,
la luna en el espejo,66.0,
luther the geek,52.0,
macken - roy's & roger's bilservice,61.0,
madhouse,55.0,$ 21036771
maha-sangram,57.0,
maine pyar kiya,73.0,
"makinavaja, el último choriso",57.0,
a man called sarge,49.0,$ 92706
a man called... rainbo,49.0,
the man inside,52.0,
maniac cop 2,59.0,
la mansión de los cthulhu,32.0,
le mari de la coiffeuse,72.0,$ 1217084
marked for death,60.0,$ 46044396
martians go home,29.0,$ 129778
masters of menace,54.0,
meet the applegates,55.0,$ 485772
megaville,39.0,
memphis belle,69.0,$ 27441977
men don't leave,66.0,$ 6070725
men at work,60.0,$ 16247964
mermaids,67.0,$ 35419397
metropolitan,74.0,$ 2960492
miami blues,64.0,$ 9888167
midnight fear,45.0,
midnight ride,51.0,
miller's crossing,77.0,$ 5080409
mindwalk,76.0,$ 774048
mindwarp,53.0,
mirror mirror,57.0,
misery,78.0,$ 61276872
mister frost,61.0,
moh soen gip,53.0,
mo' better blues,66.0,$ 16153593
modern love,53.0,
mom,51.0,
money,50.0,
mortal passions,46.0,$ 197343
motýlí cas,66.0,
mountains of the moon,72.0,$ 4011793
moya moryachka,60.0,
mr. & mrs. bridge,66.0,$ 7698010
mr. destiny,64.0,$ 15379253
murder weapon,41.0,
music box,74.0,$ 6263883
my blue heaven,63.0,$ 23591472
my blue heaven,50.0,
naked tango,60.0,$ 81777
narrow margin,66.0,$ 10873237
navy seals,56.0,$ 25069101
nema-ye nazdik,83.0,$ 2670
the neverending story ii: the next chapter,52.0,$ 17373527
night angel,45.0,
night club,32.0,
night eyes,43.0,
night visitor,46.0,$ 166635
night of the living dead,69.0,$ 5835247
nightbreed,66.0,$ 8862354
nightmare at noon,48.0,
nikita,73.0,$ 5017971
nils karlsson pyssling,56.0,
ninja academy,36.0,
"no retreat, no surrender 3: blood brothers",52.0,
nobat e asheghi,65.0,
"'non', ou a vã glória de mandar",72.0,
nostos: il ritorno,77.0,
la notte degli squali,38.0,
nouvelle vague,68.0,
la telenovela errante,66.0,$ 3624
nuit d'été en ville,67.0,
the nutcracker prince,69.0,$ 1781694
omega cop,26.0,
opportunity knocks,61.0,$ 11359129
l'opération corned beef,61.0,
outremer,67.0,$ 244513
pacific heights,64.0,$ 29381956
pacific palisades,35.0,
palach,66.0,
pale blood,48.0,
panama sugar,28.0,
paper mask,67.0,$ 7991
le party,71.0,
pasport,75.0,
kidô keisatsu patorebâ: gekijô-ban,71.0,
peacemaker,53.0,
perfectly normal,62.0,
perumthachan,78.0,
peterchens mondfahrt,71.0,
le petit criminel,68.0,
pierino torna a scuola,52.0,
the pit and the pendulum,60.0,
playroom,50.0,
pokhorony stalina,66.0,
police public,67.0,
porno,57.0,
porte aperte,71.0,$ 123470
porttikielto taivaaseen,44.0,
poslední motýl,70.0,
postcards from the edge,67.0,$ 39071603
pratibandh,61.0,
predator 2,63.0,$ 30669413
presumed innocent,69.0,$ 86303188
pretty woman,70.0,$ 178406268
tai yang zhi zi,53.0,
princes in exile,70.0,
blood oath,63.0,$ 52654
problem child,55.0,$ 53470891
promotion canapé,44.0,
psychic,51.0,
pump up the volume,72.0,$ 11541758
la putain du roi,58.0,
pyar ka devta,40.0,
q & a,66.0,$ 11207891
quest for the mighty sword,26.0,
quick change,68.0,$ 15260154
rafales,67.0,
ragazzi fuori,70.0,
the rainbow thief,59.0,
rama dama,63.0,
rapid fire,42.0,
rising storm,48.0,
rebro adama,72.0,$ 239008
red blooded american girl,34.0,
red surf,37.0,$ 13136
reise der hoffnung,75.0,$ 261718
ren she da zhan,59.0,
repossessed,49.0,$ 1382462
the rescuers down under,69.0,$ 27931461
return home,67.0,
the return of superfly,49.0,$ 610402
revenge,63.0,$ 15645616
reversal of fortune,72.0,$ 15445131
rich girl,62.0,$ 561000
riff-raff,70.0,$ 295444
ripoux contre ripoux,61.0,
robocop 2,58.0,$ 45681173
robot ninja,40.0,
rock 'n' roll high school forever,50.0,
rockula,53.0,
rocky v,53.0,$ 40946358
rodrigo d: no futuro,70.0,
romeo,69.0,
romeo.juliet,66.0,
the rookie,59.0,$ 21633874
rosencrantz & guildenstern are dead,75.0,$ 739104
the runestone,49.0,
the russia house,61.0,$ 22997992
russian terminator,27.0,
räpsy & dolly eli pariisi odottaa,63.0,
s'en fout la mort,67.0,
het sacrament,66.0,
sakura no sono,66.0,
sale comme un ange,58.0,
satan's princess,33.0,
das schreckliche mädchen,73.0,$ 2281569
krug vtoroy,71.0,
la setta,62.0,
shadowzone,52.0,
shakha proshakha,77.0,
shaking the tree,48.0,
shakma,51.0,
the sheltering sky,68.0,$ 2075084
sheng zhan feng yun,58.0,
si hing chong gwai,59.0,
a shock to the system,67.0,$ 3417056
sau foo fei lung,67.0,
a show of force,53.0,$ 91578
the shrimp on the barbie,57.0,$ 458996
sibling rivalry,54.0,$ 17854933
side out,56.0,
silent scream,58.0,
simon les nuages,67.0,
sien lui yau wan ii: yan gaan dou,70.0,
ski patrol,53.0,$ 8533973
skinheads,30.0,
der skipper,48.0,
skyddsängeln,56.0,
the sleeping car,46.0,
slumber party massacre iii,47.0,$ 1242995
snake eater,44.0,
solar crisis,40.0,
il sole anche di notte,70.0,
sonny boy,58.0,
sorority girls and the creature from hell,34.0,
sorority house massacre ii,49.0,
soultaker,24.0,
spaced invaders,54.0,$ 15369573
spelen of sterven,63.0,
the spirit of '76,60.0,$ 52310
spirits,34.0,
springflod,59.0,
stan the flasher,51.0,
stanley & iris,64.0,$ 5820015
stanno tutti bene,77.0,$ 1745470
stasera a casa di alice,57.0,
state park,47.0,$ 421
state of grace,72.0,$ 1911542
la stazione,70.0,
steel and lace,49.0,
stella,62.0,$ 20240128
sto dney do prikaza,53.0,
prica iz hrvatske,68.0,
turné,69.0,
street asylum,52.0,
street hunter,56.0,
streets,58.0,$ 1510053
strike it rich,46.0,$ 541626
struck by lightning,61.0,
sügis,70.0,
sukiny deti,70.0,
syngenor,42.0,
szürkület,74.0,
tales from the darkside: the movie,63.0,$ 16324573
la tarea,63.0,
tatie danielle,71.0,$ 604624
taksi-blyuz,74.0,
teenage mutant ninja turtles,68.0,$ 135265915
tekken,48.0,
tempo di uccidere,51.0,
terminal city ricochet,56.0,
the terror within ii,43.0,
